CELL_TYPE,ARC_TYPE,DELAY_DIFF(ps),DIFF_PERC(%),DELAY(ps),IDEAL_DELAY(ps),INPUT_SLEW(ps),LOAD_CAP(fF),WAVEFORM_TYPE
or_high_stack,input_fall_output_fall,1.8,2.2,125.5,123.3,244.7,15.2,single_point_average_vss
or_high_stack,input_fall_output_fall,5.6,2,37.8,35.8,9.4,0.5,single_point_average_vdd
or_high_stack,input_fall_output_fall,10.7,4.3,44.6,40.3,47.9,0.5,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,8.3,4.2,54.6,50.4,9.4,3.8,wfm_min_compression
or_high_stack,input_fall_output_fall,9.2,3.7,44,40.3,47.9,0.5,single_point_average_vdd
or_high_stack,input_fall_output_fall,-4.3,-2.9,65.2,68.1,244.7,3.8,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,4.3,2.4,57.6,55.2,47.9,3.8,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,6.6,8.1,131.4,123.3,244.7,15.2,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,-5.1,-3.5,64.6,68.1,244.7,3.8,single_point_vss_bounce_max
or_high_stack,input_fall_output_fall,2.2,0.9,41.2,40.3,47.9,0.5,wfm_narrow_vss
or_high_stack,input_fall_output_fall,5.1,2.8,58,55.2,47.9,3.8,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,-7.7,-4,48,52,244.7,0.5,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,6.4,2.3,38.1,35.8,9.4,0.5,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,5.6,2.8,53.2,50.4,9.4,3.8,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,5,2.5,52.9,50.4,9.4,3.8,single_point_average_vdd
or_high_stack,input_fall_output_fall,5.9,7.3,130.6,123.3,244.7,15.2,wfm_min_compression
or_high_stack,input_fall_output_fall,2.5,0.9,36.7,35.8,9.4,0.5,wfm_max_energy_vss
or_high_stack,input_fall_output_fall,3.2,1.6,52,50.4,9.4,3.8,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,7.4,3,43.3,40.3,47.9,0.5,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,3.3,3.6,113.1,109.5,47.9,15.2,wfm_wide_vss
or_high_stack,input_fall_output_fall,2.2,0.8,36.6,35.8,9.4,0.5,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,2.5,0.9,36.7,35.8,9.4,0.5,wfm_wide_vss
or_high_stack,input_fall_output_fall,3.1,1.7,56.9,55.2,47.9,3.8,wfm_narrow_vss
or_high_stack,input_fall_output_fall,6.9,2.8,43.1,40.3,47.9,0.5,wfm_wide_vdd
or_high_stack,input_fall_output_fall,7.6,4.2,59.4,55.2,47.9,3.8,single_point_average_vdd
or_high_stack,input_fall_output_fall,7.3,8,117.5,109.5,47.9,15.2,single_point_vss_bounce_max
or_high_stack,input_fall_output_fall,2.7,3,112.5,109.5,47.9,15.2,wfm_narrow_vss
or_high_stack,input_fall_output_fall,4.5,1.6,37.4,35.8,9.4,0.5,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,0.8,0.4,52.4,52,244.7,0.5,wfm_max_energy_vss
or_high_stack,input_fall_output_fall,12.9,6.7,58.7,52,244.7,0.5,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,6.7,7.3,116.8,109.5,47.9,15.2,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,12.3,6.4,58.4,52,244.7,0.5,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,1.2,0.8,68.9,68.1,244.7,3.8,wfm_wide_vss
or_high_stack,input_fall_output_fall,12.5,6.5,58.5,52,244.7,0.5,wfm_wide_vdd
or_high_stack,input_fall_output_fall,0.8,0.4,52.4,52,244.7,0.5,wfm_narrow_vss
or_high_stack,input_fall_output_fall,3.3,1.8,57,55.2,47.9,3.8,single_point_average_vss
or_high_stack,input_fall_output_fall,2.2,2.7,126,123.3,244.7,15.2,wfm_narrow_vss
or_high_stack,input_fall_output_fall,18.8,9.8,61.8,52,244.7,0.5,single_point_average_vdd
or_high_stack,input_fall_output_fall,7.8,5.3,73.4,68.1,244.7,3.8,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,1.5,1.6,106.1,104.5,9.4,15.2,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,2.1,2.6,125.9,123.3,244.7,15.2,wfm_max_energy_vss
or_high_stack,input_fall_output_fall,1.2,0.5,40.8,40.3,47.9,0.5,single_point_average_vss
or_high_stack,input_fall_output_fall,3.7,4.6,127.9,123.3,244.7,15.2,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,9.8,6.7,74.8,68.1,244.7,3.8,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,5.5,5.7,110.2,104.5,9.4,15.2,wfm_min_compression
or_high_stack,input_fall_output_fall,8.2,4.5,59.7,55.2,47.9,3.8,wfm_min_compression
or_high_stack,input_fall_output_fall,5,1.8,37.6,35.8,9.4,0.5,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,5.8,6.3,115.8,109.5,47.9,15.2,single_point_average_vdd
or_high_stack,input_fall_output_fall,4.5,5.5,128.8,123.3,244.7,15.2,wfm_wide_vdd
or_high_stack,input_fall_output_fall,3.3,3.5,108,104.5,9.4,15.2,wfm_wide_vss
or_high_stack,input_fall_output_fall,2.5,3.1,126.4,123.3,244.7,15.2,wfm_wide_vss
or_high_stack,input_fall_output_fall,1.8,1.9,106.4,104.5,9.4,15.2,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,3.1,1.7,56.9,55.2,47.9,3.8,wfm_max_energy_vss
or_high_stack,input_fall_output_fall,3.6,1.8,52.2,50.4,9.4,3.8,wfm_wide_vdd
or_high_stack,input_fall_output_fall,6,2.4,42.7,40.3,47.9,0.5,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,4.9,2.7,57.9,55.2,47.9,3.8,wfm_wide_vdd
or_high_stack,input_fall_output_fall,5.1,5.3,109.8,104.5,9.4,15.2,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,8.7,4.8,60,55.2,47.9,3.8,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,3.1,1.7,56.9,55.2,47.9,3.8,wfm_wide_vss
or_high_stack,input_fall_output_fall,2.5,0.9,36.7,35.8,9.4,0.5,wfm_narrow_vss
or_high_stack,input_fall_output_fall,6.7,3.5,55.5,52,244.7,0.5,wfm_min_compression
or_high_stack,input_fall_output_fall,9,6.1,74.2,68.1,244.7,3.8,wfm_wide_vdd
or_high_stack,input_fall_output_fall,2.9,3,107.5,104.5,9.4,15.2,wfm_narrow_vss
or_high_stack,input_fall_output_fall,6.5,4.4,72.5,68.1,244.7,3.8,wfm_min_compression
or_high_stack,input_fall_output_fall,3.6,1.3,37.1,35.8,9.4,0.5,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,4.2,5.2,128.5,123.3,244.7,15.2,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,3.7,4.1,113.6,109.5,47.9,15.2,single_point_vdd_drop_min
or_high_stack,input_fall_output_fall,4.2,2.1,52.5,50.4,9.4,3.8,single_point_average_vss
or_high_stack,input_fall_output_fall,17.3,11.8,79.9,68.1,244.7,3.8,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,3.4,1.9,57.1,55.2,47.9,3.8,single_point_vss_bounce_max
or_high_stack,input_fall_output_fall,3.8,1.9,52.3,50.4,9.4,3.8,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,3.4,1.7,52.1,50.4,9.4,3.8,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,1.2,0.5,40.8,40.3,47.9,0.5,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,3.6,1.8,52.2,50.4,9.4,3.8,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,2.6,2.8,112.3,109.5,47.9,15.2,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,1.5,1.8,125.1,123.3,244.7,15.2,single_point_vss_bounce_min
or_high_stack,input_fall_output_fall,15,10.2,78.3,68.1,244.7,3.8,single_point_average_vdd
or_high_stack,input_fall_output_fall,11.2,5.8,57.8,52,244.7,0.5,wfm_max_energy_vdd
or_high_stack,input_fall_output_fall,2.2,0.9,41.2,40.3,47.9,0.5,wfm_wide_vss
or_high_stack,input_fall_output_fall,6.8,7.4,116.9,109.5,47.9,15.2,single_point_average_vss
or_high_stack,input_fall_output_fall,4.7,1.7,37.5,35.8,9.4,0.5,wfm_wide_vdd
or_high_stack,input_fall_output_fall,2.8,1,36.8,35.8,9.4,0.5,single_point_vss_bounce_max
or_high_stack,input_fall_output_fall,21.7,11.3,63.3,52,244.7,0.5,single_point_vdd_drop_max
or_high_stack,input_fall_output_fall,0,0,52,52,244.7,0.5,wfm_wide_vss
or_high_stack,input_fall_output_fall,3.6,1.8,52.2,50.4,9.4,3.8,wfm_wide_vss
or_high_stack,input_fall_output_fall,1.6,1.1,69.2,68.1,244.7,3.8,wfm_narrow_vss
or_high_stack,input_fall_output_fall,9.1,6.2,74.3,68.1,244.7,3.8,wfm_narrow_vdd
or_high_stack,input_fall_output_fall,-8.7,-4.5,47.5,52,244.7,0.5,single_point_average_vss
or_high_stack,input_rise_output_rise,-1.6,-1.6,97.8,99.4,244.7,15.2,single_point_average_vdd
or_high_stack,input_rise_output_rise,0.9,0.5,58.2,57.7,9.4,15.2,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,8.8,2.9,35.9,33,47.9,0.5,wfm_min_compression
or_high_stack,input_rise_output_rise,16,11.2,81.2,70,244.7,3.8,single_point_average_vss
or_high_stack,input_rise_output_rise,-1.8,-1.8,97.6,99.4,244.7,15.2,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,2.8,2,72.2,70.2,47.9,15.2,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,3.7,2.6,72.8,70.2,47.9,15.2,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,3.4,2.4,72.6,70.2,47.9,15.2,wfm_wide_vdd
or_high_stack,input_rise_output_rise,9.7,3.2,36.2,33,47.9,0.5,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,6.6,2.7,43.8,41.1,47.9,3.8,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,2.1,1.2,58.9,57.7,9.4,15.2,single_point_average_vss
or_high_stack,input_rise_output_rise,1.8,0.6,33.6,33,47.9,0.5,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,6.4,2.1,35.1,33,47.9,0.5,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,6.8,4.8,75,70.2,47.9,15.2,wfm_min_compression
or_high_stack,input_rise_output_rise,19.5,11.8,72.2,60.4,244.7,0.5,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,2.8,0.8,29.6,28.8,9.4,3.8,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,12.3,12.2,111.6,99.4,244.7,15.2,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,1.9,1.1,58.8,57.7,9.4,15.2,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,3.8,2.7,72.9,70.2,47.9,15.2,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,5.4,3.1,60.8,57.7,9.4,15.2,single_point_average_vdd
or_high_stack,input_rise_output_rise,4,2.3,60,57.7,9.4,15.2,wfm_wide_vdd
or_high_stack,input_rise_output_rise,3.8,1.1,29.9,28.8,9.4,3.8,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,4.8,1,21.8,20.8,9.4,0.5,single_point_average_vss
or_high_stack,input_rise_output_rise,2.3,1.3,59,57.7,9.4,15.2,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,7.2,1.5,22.3,20.8,9.4,0.5,wfm_min_compression
or_high_stack,input_rise_output_rise,2.8,0.8,29.6,28.8,9.4,3.8,wfm_narrow_vss
or_high_stack,input_rise_output_rise,3.5,2,59.7,57.7,9.4,15.2,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,0.7,0.3,41.4,41.1,47.9,3.8,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,8.1,5.7,75.7,70,244.7,3.8,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,11.5,11.4,110.8,99.4,244.7,15.2,single_point_average_vss
or_high_stack,input_rise_output_rise,1.4,0.3,21.1,20.8,9.4,0.5,single_point_average_vdd
or_high_stack,input_rise_output_rise,-0.6,-0.2,32.8,33,47.9,0.5,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,7.3,2.1,30.9,28.8,9.4,3.8,wfm_min_compression
or_high_stack,input_rise_output_rise,-0.6,-0.2,32.8,33,47.9,0.5,single_point_average_vdd
or_high_stack,input_rise_output_rise,13.7,9.6,79.6,70,244.7,3.8,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,2.9,1.2,42.3,41.1,47.9,3.8,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,-1.1,-1.1,98.3,99.4,244.7,15.2,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,17.1,12,82,70,244.7,3.8,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,6.4,2.1,35.1,33,47.9,0.5,wfm_narrow_vss
or_high_stack,input_rise_output_rise,3.2,1.3,42.4,41.1,47.9,3.8,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,15.7,9.5,69.9,60.4,244.7,0.5,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,1.4,0.3,21.1,20.8,9.4,0.5,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,3.5,1,29.8,28.8,9.4,3.8,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,2.8,0.8,29.6,28.8,9.4,3.8,single_point_average_vdd
or_high_stack,input_rise_output_rise,6.8,6.8,106.2,99.4,244.7,15.2,wfm_min_compression
or_high_stack,input_rise_output_rise,3.8,0.8,21.6,20.8,9.4,0.5,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,1.7,0.5,29.3,28.8,9.4,3.8,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,2.1,0.7,33.7,33,47.9,0.5,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,3,2.1,72.3,70.2,47.9,15.2,wfm_wide_vss
or_high_stack,input_rise_output_rise,4.3,0.9,21.7,20.8,9.4,0.5,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,3.8,0.8,21.6,20.8,9.4,0.5,wfm_wide_vss
or_high_stack,input_rise_output_rise,5.4,2.2,43.3,41.1,47.9,3.8,wfm_narrow_vss
or_high_stack,input_rise_output_rise,1.5,0.5,33.5,33,47.9,0.5,wfm_wide_vdd
or_high_stack,input_rise_output_rise,1.2,0.5,41.6,41.1,47.9,3.8,single_point_average_vdd
or_high_stack,input_rise_output_rise,4.8,3.4,73.6,70.2,47.9,15.2,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,2.8,2,72.2,70.2,47.9,15.2,wfm_narrow_vss
or_high_stack,input_rise_output_rise,1.9,0.4,21.2,20.8,9.4,0.5,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,9.8,5.9,66.3,60.4,244.7,0.5,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,1,0.6,61,60.4,244.7,0.5,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,4.3,3,73.2,70.2,47.9,15.2,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,-4.8,-2.9,57.5,60.4,244.7,0.5,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,9.1,6.4,76.4,70,244.7,3.8,wfm_wide_vss
or_high_stack,input_rise_output_rise,0.2,0.1,60.5,60.4,244.7,0.5,wfm_wide_vdd
or_high_stack,input_rise_output_rise,9.8,5.9,66.3,60.4,244.7,0.5,wfm_narrow_vss
or_high_stack,input_rise_output_rise,7.5,3.1,44.2,41.1,47.9,3.8,single_point_average_vss
or_high_stack,input_rise_output_rise,5.5,5.5,104.9,99.4,244.7,15.2,wfm_narrow_vss
or_high_stack,input_rise_output_rise,-7.1,-4.3,56.1,60.4,244.7,0.5,single_point_average_vdd
or_high_stack,input_rise_output_rise,1.3,0.9,70.9,70,244.7,3.8,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,3.6,2.1,59.8,57.7,9.4,15.2,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,5.5,5.5,104.9,99.4,244.7,15.2,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,9.1,3,36,33,47.9,0.5,single_point_average_vss
or_high_stack,input_rise_output_rise,2,2,101.4,99.4,244.7,15.2,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,-3.7,-2.6,67.4,70,244.7,3.8,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,5.7,3.3,61,57.7,9.4,15.2,wfm_min_compression
or_high_stack,input_rise_output_rise,9,3.7,44.8,41.1,47.9,3.8,wfm_min_compression
or_high_stack,input_rise_output_rise,2.4,0.5,21.3,20.8,9.4,0.5,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,3.7,2.6,72.8,70.2,47.9,15.2,single_point_average_vdd
or_high_stack,input_rise_output_rise,1.9,1.9,101.3,99.4,244.7,15.2,wfm_wide_vdd
or_high_stack,input_rise_output_rise,1,0.6,58.3,57.7,9.4,15.2,wfm_wide_vss
or_high_stack,input_rise_output_rise,6.3,6.3,105.7,99.4,244.7,15.2,wfm_wide_vss
or_high_stack,input_rise_output_rise,4.3,2.5,60.2,57.7,9.4,15.2,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,5.4,2.2,43.3,41.1,47.9,3.8,wfm_max_energy_vss
or_high_stack,input_rise_output_rise,3.1,0.9,29.7,28.8,9.4,3.8,wfm_wide_vdd
or_high_stack,input_rise_output_rise,-0.6,-0.2,32.8,33,47.9,0.5,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,2.7,1.1,42.2,41.1,47.9,3.8,wfm_wide_vdd
or_high_stack,input_rise_output_rise,6.4,3.7,61.4,57.7,9.4,15.2,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,1.2,0.5,41.6,41.1,47.9,3.8,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,5.8,2.4,43.5,41.1,47.9,3.8,wfm_wide_vss
or_high_stack,input_rise_output_rise,3.8,0.8,21.6,20.8,9.4,0.5,wfm_narrow_vss
or_high_stack,input_rise_output_rise,8.6,5.2,65.6,60.4,244.7,0.5,wfm_min_compression
or_high_stack,input_rise_output_rise,0.6,0.4,70.4,70,244.7,3.8,wfm_wide_vdd
or_high_stack,input_rise_output_rise,0.9,0.5,58.2,57.7,9.4,15.2,wfm_narrow_vss
or_high_stack,input_rise_output_rise,8,5.6,75.6,70,244.7,3.8,wfm_min_compression
or_high_stack,input_rise_output_rise,1,0.2,21,20.8,9.4,0.5,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,2.2,2.2,101.6,99.4,244.7,15.2,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,2.3,1.6,71.8,70.2,47.9,15.2,single_point_vdd_drop_min
or_high_stack,input_rise_output_rise,3.5,1,29.8,28.8,9.4,3.8,single_point_average_vss
or_high_stack,input_rise_output_rise,-6.1,-4.3,65.7,70,244.7,3.8,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,8,3.3,44.4,41.1,47.9,3.8,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,3.5,1,29.8,28.8,9.4,3.8,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,3.1,0.9,29.7,28.8,9.4,3.8,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,7.6,2.5,35.5,33,47.9,0.5,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,3.1,0.9,29.7,28.8,9.4,3.8,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,3.1,2.2,72.4,70.2,47.9,15.2,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,9.9,9.8,109.2,99.4,244.7,15.2,single_point_vss_bounce_min
or_high_stack,input_rise_output_rise,-5.4,-3.8,66.2,70,244.7,3.8,single_point_average_vdd
or_high_stack,input_rise_output_rise,1.2,0.7,61.1,60.4,244.7,0.5,wfm_max_energy_vdd
or_high_stack,input_rise_output_rise,7,2.3,35.3,33,47.9,0.5,wfm_wide_vss
or_high_stack,input_rise_output_rise,4.6,3.2,73.4,70.2,47.9,15.2,single_point_average_vss
or_high_stack,input_rise_output_rise,1.9,0.4,21.2,20.8,9.4,0.5,wfm_wide_vdd
or_high_stack,input_rise_output_rise,5.3,1.1,21.9,20.8,9.4,0.5,single_point_vss_bounce_max
or_high_stack,input_rise_output_rise,-7.9,-4.8,55.6,60.4,244.7,0.5,single_point_vdd_drop_max
or_high_stack,input_rise_output_rise,10.8,6.5,66.9,60.4,244.7,0.5,wfm_wide_vss
or_high_stack,input_rise_output_rise,2.8,0.8,29.6,28.8,9.4,3.8,wfm_wide_vss
or_high_stack,input_rise_output_rise,8,5.6,75.6,70,244.7,3.8,wfm_narrow_vss
or_high_stack,input_rise_output_rise,1.1,0.8,70.8,70,244.7,3.8,wfm_narrow_vdd
or_high_stack,input_rise_output_rise,18.2,11,71.4,60.4,244.7,0.5,single_point_average_vss
sim_flop,input_rise_output_fall,2.6,1.5,58.2,56.7,28.8,3.8,wfm_narrow_vdd
sim_flop,input_rise_output_fall,4.2,2,50.1,48.1,7.9,3.8,wfm_narrow_vss
sim_flop,input_rise_output_fall,7.2,3.3,48.9,45.6,28.8,0.5,single_point_average_vss
sim_flop,input_rise_output_fall,2.2,1,46.6,45.6,28.8,0.5,wfm_max_energy_vdd
sim_flop,input_rise_output_fall,2.4,2.2,92.4,90.2,28.8,15.2,wfm_narrow_vdd
sim_flop,input_rise_output_fall,5.1,1.9,39,37.1,7.9,0.5,single_point_vss_bounce_min
sim_flop,input_rise_output_fall,4.3,1.6,38.7,37.1,7.9,0.5,wfm_max_energy_vss
sim_flop,input_rise_output_fall,6.4,5.8,96,90.2,28.8,15.2,wfm_min_compression
sim_flop,input_rise_output_fall,4.4,2.1,50.2,48.1,7.9,3.8,wfm_wide_vss
sim_flop,input_rise_output_fall,7.4,6.7,96.9,90.2,28.8,15.2,single_point_average_vss
sim_flop,input_rise_output_fall,2.3,1.1,49.2,48.1,7.9,3.8,single_point_vdd_drop_max
sim_flop,input_rise_output_fall,7.1,4,60.7,56.7,28.8,3.8,single_point_average_vss
sim_flop,input_rise_output_fall,5.9,2.2,39.3,37.1,7.9,0.5,single_point_average_vss
sim_flop,input_rise_output_fall,10,7.6,83.6,76,105.1,3.8,single_point_vss_bounce_max
sim_flop,input_rise_output_fall,5.9,3.8,68.7,64.9,105.1,0.5,wfm_max_energy_vss
sim_flop,input_rise_output_fall,2.2,2,92.2,90.2,28.8,15.2,wfm_max_energy_vdd
sim_flop,input_rise_output_fall,8.1,7.3,97.5,90.2,28.8,15.2,single_point_vss_bounce_max
sim_flop,input_rise_output_fall,2.4,0.9,38,37.1,7.9,0.5,wfm_narrow_vdd
sim_flop,input_rise_output_fall,7,5.7,87.3,81.6,7.9,15.2,single_point_average_vss
sim_flop,input_rise_output_fall,3.2,2.6,84.2,81.6,7.9,15.2,wfm_max_energy_vss
sim_flop,input_rise_output_fall,2.5,1.2,49.3,48.1,7.9,3.8,wfm_max_energy_vdd
sim_flop,input_rise_output_fall,5,2.3,47.9,45.6,28.8,0.5,wfm_max_energy_vss
sim_flop,input_rise_output_fall,-1.7,-1.1,63.8,64.9,105.1,0.5,single_point_vdd_drop_min
sim_flop,input_rise_output_fall,6.2,3,51.1,48.1,7.9,3.8,single_point_average_vss
sim_flop,input_rise_output_fall,4.6,1.7,38.8,37.1,7.9,0.5,wfm_wide_vss
sim_flop,input_rise_output_fall,1.9,0.9,49,48.1,7.9,3.8,single_point_average_vdd
sim_flop,input_rise_output_fall,5.9,4.8,86.4,81.6,7.9,15.2,wfm_min_compression
sim_flop,input_rise_output_fall,3.3,3,93.2,90.2,28.8,15.2,wfm_narrow_vss
sim_flop,input_rise_output_fall,-0.5,-0.6,108.9,109.5,105.1,15.2,single_point_vdd_drop_max
sim_flop,input_rise_output_fall,0.9,0.4,46,45.6,28.8,0.5,single_point_vdd_drop_max
sim_flop,input_rise_output_fall,8.3,5.4,70.3,64.9,105.1,0.5,single_point_vss_bounce_min
sim_flop,input_rise_output_fall,3.6,2.9,84.5,81.6,7.9,15.2,wfm_wide_vss
sim_flop,input_rise_output_fall,2.5,1.2,49.3,48.1,7.9,3.8,wfm_wide_vdd
sim_flop,input_rise_output_fall,1.6,1.3,82.9,81.6,7.9,15.2,wfm_max_energy_vdd
sim_flop,input_rise_output_fall,7.6,4.3,61,56.7,28.8,3.8,single_point_vss_bounce_max
sim_flop,input_rise_output_fall,0.9,0.8,91,90.2,28.8,15.2,single_point_vdd_drop_min
sim_flop,input_rise_output_fall,2.2,0.8,37.9,37.1,7.9,0.5,wfm_wide_vdd
sim_flop,input_rise_output_fall,2,1.6,83.2,81.6,7.9,15.2,wfm_narrow_vdd
sim_flop,input_rise_output_fall,2.7,1.3,49.4,48.1,7.9,3.8,wfm_narrow_vdd
sim_flop,input_rise_output_fall,2,2.2,111.7,109.5,105.1,15.2,wfm_wide_vdd
sim_flop,input_rise_output_fall,7.9,3.8,51.9,48.1,7.9,3.8,wfm_min_compression
sim_flop,input_rise_output_fall,-0.5,-0.6,108.9,109.5,105.1,15.2,single_point_average_vdd
sim_flop,input_rise_output_fall,1.2,1,82.6,81.6,7.9,15.2,single_point_vdd_drop_min
sim_flop,input_rise_output_fall,0.4,0.2,45.8,45.6,28.8,0.5,single_point_vdd_drop_min
sim_flop,input_rise_output_fall,7.6,4.3,61,56.7,28.8,3.8,wfm_min_compression
sim_flop,input_rise_output_fall,1.2,0.8,65.7,64.9,105.1,0.5,wfm_narrow_vdd
sim_flop,input_rise_output_fall,6.9,3.3,51.4,48.1,7.9,3.8,single_point_vss_bounce_max
sim_flop,input_rise_output_fall,-2.5,-1.6,63.3,64.9,105.1,0.5,single_point_average_vdd
sim_flop,input_rise_output_fall,7.6,6.2,87.8,81.6,7.9,15.2,single_point_vss_bounce_max
sim_flop,input_rise_output_fall,5.7,4.3,80.3,76,105.1,3.8,wfm_wide_vss
sim_flop,input_rise_output_fall,1.7,1.3,77.3,76,105.1,3.8,wfm_narrow_vdd
sim_flop,input_rise_output_fall,2.3,1.3,58,56.7,28.8,3.8,wfm_max_energy_vdd
sim_flop,input_rise_output_fall,2,0.9,46.5,45.6,28.8,0.5,wfm_wide_vdd
sim_flop,input_rise_output_fall,2.4,1.1,46.7,45.6,28.8,0.5,wfm_narrow_vdd
sim_flop,input_rise_output_fall,6.4,5.8,96,90.2,28.8,15.2,single_point_vss_bounce_min
sim_flop,input_rise_output_fall,1.6,1.4,91.6,90.2,28.8,15.2,single_point_vdd_drop_max
sim_flop,input_rise_output_fall,1.7,1.4,83,81.6,7.9,15.2,wfm_wide_vdd
sim_flop,input_rise_output_fall,4.4,4.8,114.3,109.5,105.1,15.2,wfm_wide_vss
sim_flop,input_rise_output_fall,-2,-1.5,74.5,76,105.1,3.8,single_point_vdd_drop_max
sim_flop,input_rise_output_fall,1.1,0.6,57.3,56.7,28.8,3.8,single_point_average_vdd
sim_flop,input_rise_output_fall,6,4.9,86.5,81.6,7.9,15.2,single_point_vss_bounce_min
sim_flop,input_rise_output_fall,3.2,2.6,84.2,81.6,7.9,15.2,wfm_narrow_vss
sim_flop,input_rise_output_fall,5.1,3.9,79.9,76,105.1,3.8,wfm_narrow_vss
sim_flop,input_rise_output_fall,-1.7,-1.3,74.7,76,105.1,3.8,single_point_average_vdd
sim_flop,input_rise_output_fall,0.7,0.4,57.1,56.7,28.8,3.8,single_point_vdd_drop_min
